hs_object_id,jobtitle,company_domain,icp_title_tier,icp_seller_flag,icp_classification_reason
4.78695E+11,Senior Security Analyst,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
4.857E+11,Network Security Administrator,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
4.88454E+11,Information Security Analyst III,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
4.88446E+11,Chief Technology Risk,,out_of_scope,FALSE,Risk or compliance role outside security remit.
4.9242E+11,Manager,,unknown,FALSE,"Title too generic to place, needs enrichment."
5.05321E+11,Information Security Office,,unknown,FALSE,"Title too generic to place, needs enrichment."
5.05341E+11,Cyber - Information Security Office (ISO),,tier_2,FALSE,"Information Security Officer, security function owner."
5.05852E+11,Information Security Office - Card,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
5.3102E+11,Director,,unknown,FALSE,"Title too generic to place, needs enrichment."
5.31024E+11,Information Security Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
5.35211E+11,Manager,,unknown,FALSE,"Title too generic to place, needs enrichment."
5.78996E+11,Security Governance,,unknown,FALSE,"Title too generic to place, needs enrichment."
5.90766E+11,Senior Cybersecurity and Compliance SME,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
6.00937E+11,Director,,unknown,FALSE,"Title too generic to place, needs enrichment."
6.03536E+11,CEO,,out_of_scope,FALSE,Executive role outside security remit.
6.09891E+11,CTO,,out_of_scope,FALSE,Executive role outside security remit.
6.36247E+11,"meet Oriel Vaturi, co-founder and CEO of Ovalix Security",,out_of_scope,FALSE,"Ovalix employee record, not a prospect."
6.41133E+11,Manager,,unknown,FALSE,"Title too generic to place, needs enrichment."
6.46447E+11,"Governance, Risk, and Compliance Security Analyst",,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
6.69706E+11,"Senior Governance, Risk, and Compliance Analyst",,out_of_scope,FALSE,Risk or compliance role outside security remit.
6.69706E+11,"Governance, Risk Management, and Compliance Specialist",,out_of_scope,FALSE,Risk or compliance role outside security remit.
6.69706E+11,IT Security Intern,,out_of_scope,FALSE,"Intern, not a decision maker or influencer."
6.79474E+11,Analyst,,unknown,FALSE,"Title too generic to place, needs enrichment."
6.82609E+11,Analyst,,unknown,FALSE,"Title too generic to place, needs enrichment."
6.98708E+11,Cybersecurity Specialist,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.02693E+11,Information Security Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.10918E+11,Information Security and Compliance,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.1045E+11,"Vice President, Governance, Risk & Compliance",,out_of_scope,FALSE,Risk or compliance role outside security remit.
7.11019E+11,"Member, Global Future Council (GFC) On Cybersecurity",,unknown,FALSE,"Council membership, not a job title."
7.10957E+11,Information Security Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.10941E+11,Director,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.12434E+11,"Governance, Risk, and Compliance Specialist",,out_of_scope,FALSE,Risk or compliance role outside security remit.
7.12634E+11,Senior Information Security analyst,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.14023E+11,IT GRC,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.13972E+11,IT Security Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.14009E+11,Info Security Specialist,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.13705E+11,Senior Cybersecurity Analyst,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.21274E+11,Security Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.21274E+11,Cybersecurity Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.23208E+11,Information Security,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.2314E+11,Cyber Intelligence,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.23132E+11,Exec Dir InfoSec & Risk Mgmt,,tier_2,FALSE,Director-level security function owner.
7.23188E+11,Business Risk Advisor,,out_of_scope,FALSE,Risk or compliance role outside security remit.
7.23156E+11,Cybersecurity,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.23136E+11,Senior Cybersecurity Compliance,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.23188E+11,Security Risk Management,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.23179E+11,VP Operational Risk Management,,out_of_scope,FALSE,Risk or compliance role outside security remit.
7.23171E+11,GRC Admin,,out_of_scope,FALSE,Risk or compliance role outside security remit.
7.32142E+11,Principal CyberSecurity,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.32115E+11,Principal Risk Analyst,,out_of_scope,FALSE,Risk or compliance role outside security remit.
7.31935E+11,ISO,,tier_2,FALSE,"Information Security Officer, security function owner."
7.32249E+11,Principal Cybersecurity,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.32247E+11,"Senior Associate, Cybersecurity",,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.32249E+11,Senior Risk and Control Associate,,out_of_scope,FALSE,Risk or compliance role outside security remit.
7.32252E+11,Information Security,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.32247E+11,GRC,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.31926E+11,Principal of Information Security GRC,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.31926E+11,SO,,unknown,FALSE,"Title too short to place, needs enrichment."
7.32065E+11,Risk,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.32229E+11,Senior Information Security Analyst,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.3193E+11,Infosec Compliance Admin,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.32151E+11,Cyber Strategy Principal,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.31944E+11,CyberSecurity Management,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.3195E+11,Cybersecurity,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.32236E+11,Cyber Security,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.32159E+11,Security Risk,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.32258E+11,GRC Security Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.3195E+11,Director,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.32154E+11,Director,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.32245E+11,Principal Information Security Risk Analyst,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.32227E+11,GRC Principal,,out_of_scope,FALSE,Risk or compliance role outside security remit.
7.36235E+11,Director,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.40891E+11,IT,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.40891E+11,Senior GRC Analyst,,out_of_scope,FALSE,Risk or compliance role outside security remit.
7.4266E+11,Manager,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.45773E+11,Risk IT,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.45745E+11,Cyber Security Data Scientist,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.53361E+11,"Risk Analyst, Cyber GRC",,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.54064E+11,Solution Architect,,out_of_scope,FALSE,"Solutions architect, treated as vendor-side by default."
7.6499E+11,CEO,,out_of_scope,FALSE,Executive role outside security remit.
7.73462E+11,Analyst,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.76224E+11,IT,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.81378E+11,MANAGER,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.81378E+11,Manager,,unknown,FALSE,"Title too generic to place, needs enrichment."
7.75991E+11,CSO,,tier_1,FALSE,"Chief Security Officer, executive security leadership."
7.952E+11,Cyber AI Specialist Intern,,out_of_scope,FALSE,"Intern, not a decision maker or influencer."
7.95142E+11,Enterprise Solution Architect,,out_of_scope,FALSE,"Solutions architect, treated as vendor-side by default."
7.95246E+11,"Governance, Risk, And Compliance Analyst",,out_of_scope,FALSE,Risk or compliance role outside security remit.
7.95142E+11,Principal Cybersecurity M&A,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.95142E+11,Cybersecurity Strategy & R&d,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.95142E+11,Sr. Info Security Analyst,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
7.94191E+11,Plm,,unknown,FALSE,"Title too short to place, needs enrichment."
7.95869E+11,InfoSec Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
7.96521E+11,Network Cybersecurity Specialist,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
8.02544E+11,Senior Cyber Security Analyst,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
8.05104E+11,Cybersecurity,,unknown,FALSE,"Title too generic to place, needs enrichment."
8.1319E+11,Cybersecurity Risk Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
8.1319E+11,Principal Cybersecurity Professional,,tier_3,FALSE,"Senior security practitioner, evaluates and influences."
8.38301E+11,IT Security Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
8.48011E+11,Infrastructure Security Analyst,,out_of_scope,FALSE,"Junior or administrative security role, not in buying committee."
8.58372E+11,Analyst,,unknown,FALSE,"Title too generic to place, needs enrichment."
8.6034E+11,Manager,,unknown,FALSE,"Title too generic to place, needs enrichment."
